2.444928674995876516e-01 3.155617330152847566e-02 0.000000000000000000e+00
2.432781067856563950e-01 3.125790268944068223e-02 0.000000000000000000e+00
2.420677548268260759e-01 3.095641907541646018e-02 0.000000000000000000e+00
2.408618116230966666e-01 3.065172245945580604e-02 0.000000000000000000e+00
2.396602771744681670e-01 3.034381284155872327e-02 0.000000000000000000e+00
2.384631514809406327e-01 3.003269022172521188e-02 0.000000000000000000e+00
2.372704345425140082e-01 2.971835459995526493e-02 0.000000000000000000e+00
2.360821263591882935e-01 2.940080597624888936e-02 0.000000000000000000e+00
2.348982269309635440e-01 2.908004435060608517e-02 0.000000000000000000e+00
2.337187362578397043e-01 2.875606972302684888e-02 0.000000000000000000e+00
2.325436543398168021e-01 2.842888209351118051e-02 0.000000000000000000e+00
2.313729811768948097e-01 2.809848146205908698e-02 0.000000000000000000e+00
2.302067167690737826e-01 2.776486782867055789e-02 0.000000000000000000e+00
2.290448611163536652e-01 2.742804119334560364e-02 0.000000000000000000e+00
2.278874142187344853e-01 2.708800155608421384e-02 0.000000000000000000e+00
2.267343760762162153e-01 2.674474891688639194e-02 0.000000000000000000e+00
2.255857466887988827e-01 2.639828327575214489e-02 0.000000000000000000e+00
2.244415260564824877e-01 2.604860463268146575e-02 0.000000000000000000e+00
2.233017141792670024e-01 2.569571298767435452e-02 0.000000000000000000e+00
2.221663110571524546e-01 2.533960834073081120e-02 0.000000000000000000e+00
2.210353166901388167e-01 2.498029069185083925e-02 0.000000000000000000e+00
2.199087310782261440e-01 2.461776004103443868e-02 0.000000000000000000e+00
2.187865542214143810e-01 2.425201638828160949e-02 0.000000000000000000e+00
2.176687861197035556e-01 2.388305973359234474e-02 0.000000000000000000e+00
2.165554267730936400e-01 2.351089007696664790e-02 0.000000000000000000e+00
2.154464761815846896e-01 2.313550741840452937e-02 0.000000000000000000e+00
2.143419343451766212e-01 2.275691175790597182e-02 0.000000000000000000e+00
2.132418012638695182e-01 2.237510309547098911e-02 0.000000000000000000e+00
2.121460769376633249e-01 2.199008143109957777e-02 0.000000000000000000e+00
2.110547613665580691e-01 2.160184676479173088e-02 0.000000000000000000e+00
2.099678545505537508e-01 2.121039909654745537e-02 0.000000000000000000e+00
2.088853564896503423e-01 2.081573842636674776e-02 0.000000000000000000e+00
